,url,lat,long,tag
0,https://live.staticflickr.com/8114/8680653361_e68f20bf0b.jpg,41.491409,1.653010,barcelona
1,https://live.staticflickr.com/8790/28308123815_99a9533173.jpg,41.384271,2.176183,barcelona
2,https://live.staticflickr.com/65535/49771971676_713416c118.jpg,41.375805,2.177964,barcelona
3,https://live.staticflickr.com/2435/3534961040_6dd7339332.jpg,41.430783,2.109375,barcelona
4,https://live.staticflickr.com/3562/3516776850_48842705fa.jpg,41.430783,2.109375,barcelona
5,https://live.staticflickr.com/3002/2814274154_8cd53b36b1.jpg,41.400360,2.180914,barcelona
6,https://live.staticflickr.com/2680/4324456481_97670caba4.jpg,41.400360,2.180914,barcelona
7,https://live.staticflickr.com/4835/45333422864_37edbfa88a.jpg,41.386025,2.172900,barcelona
8,https://live.staticflickr.com/7849/33601258808_7cce888fd0.jpg,41.381401,2.175432,barcelona
9,https://live.staticflickr.com/65535/49126597306_7eda6ed927.jpg,41.379529,2.172503,barcelona
10,https://live.staticflickr.com/7874/47387754692_954a704966.jpg,41.392199,2.164607,barcelona
11,https://live.staticflickr.com/7127/7127680693_542b1fd809.jpg,41.421096,2.119653,barcelona
12,https://live.staticflickr.com/4898/46061237341_6ca031bb1c.jpg,41.390517,2.166999,barcelona
13,https://live.staticflickr.com/8010/7296456158_fc0a4a0714.jpg,41.346329,1.698331,barcelona
14,https://live.staticflickr.com/7240/7296427540_3da91ff8ec.jpg,41.347102,1.697291,barcelona
15,https://live.staticflickr.com/65535/48187116702_3c522bbd67.jpg,41.397085,2.173490,barcelona
16,https://live.staticflickr.com/4835/32443645217_b49f07d4da.jpg,41.394179,2.204775,barcelona
17,https://live.staticflickr.com/8025/7296458432_4cae4cf7a0.jpg,41.342624,1.702365,barcelona
18,https://live.staticflickr.com/8168/7296423862_0b5e2e247d.jpg,41.346071,1.699104,barcelona
19,https://live.staticflickr.com/7874/47488638002_9197177fa3.jpg,41.383506,2.176601,barcelona
20,https://live.staticflickr.com/7094/7296460444_e6f00a1b3a.jpg,41.344565,1.698986,barcelona
21,https://live.staticflickr.com/8150/7296462430_91d613da24.jpg,41.345016,1.697248,barcelona
22,https://live.staticflickr.com/8014/7296453454_d473330d65.jpg,41.348770,1.701003,barcelona
23,https://live.staticflickr.com/8026/7296425830_b0d24ae768.jpg,41.347400,1.697752,barcelona
24,https://live.staticflickr.com/7224/7296464132_d7ee819330.jpg,41.345073,1.699522,barcelona
25,https://live.staticflickr.com/7016/6455218797_5396a980a1.jpg,41.345073,1.699522,barcelona
26,https://live.staticflickr.com/3187/2774279994_ecb0cd4160.jpg,41.421635,2.118172,barcelona
27,https://live.staticflickr.com/3038/2774282334_c37a5459c3.jpg,41.421635,2.118172,barcelona
28,https://live.staticflickr.com/3049/2774281696_62d37605b0.jpg,41.421635,2.118172,barcelona
29,https://live.staticflickr.com/7094/7296437676_7399f7ffba.jpg,41.347102,1.697291,barcelona
30,https://live.staticflickr.com/7218/7296435234_87183e6667.jpg,41.347102,1.697291,barcelona
31,https://live.staticflickr.com/8028/7296451412_faeaac6e36.jpg,41.346329,1.698331,barcelona
32,https://live.staticflickr.com/7841/32212549277_ce2cb8382f.jpg,41.383177,2.124502,barcelona
33,https://live.staticflickr.com/7029/6418464991_b14691760f.jpg,41.383598,2.180582,barcelona
34,https://live.staticflickr.com/6225/6418515839_ff28cb23b1.jpg,41.395016,2.161753,barcelona
35,https://live.staticflickr.com/7144/6425833423_78f4598ed4.jpg,41.384053,2.170915,barcelona
36,https://live.staticflickr.com/7004/6426013999_e6595fa88b.jpg,41.387945,2.169617,barcelona
37,https://live.staticflickr.com/65535/48101987562_85675c3513.jpg,41.387774,2.158255,barcelona
38,https://live.staticflickr.com/7032/6411874515_4e15728478.jpg,41.428521,2.131905,barcelona
39,https://live.staticflickr.com/7032/6425873733_fe44398757.jpg,41.386774,2.175292,barcelona
40,https://live.staticflickr.com/7019/6411852115_4fa445ee5a.jpg,41.416856,2.121648,barcelona
41,https://live.staticflickr.com/7015/6418425397_5ece22d9f1.jpg,41.387543,2.169263,barcelona
42,https://live.staticflickr.com/7012/6411763601_a39885d1e4.jpg,41.397213,2.158620,barcelona
43,https://live.staticflickr.com/5466/7409803870_c461b3db4b.jpg,41.385719,2.170049,barcelona
44,https://live.staticflickr.com/8149/7407925866_3996584472.jpg,41.387499,2.167396,barcelona
45,https://live.staticflickr.com/7140/7414335632_28ab987b0b.jpg,41.385719,2.170049,barcelona
46,https://live.staticflickr.com/7272/7414336404_1a49f1f9e2.jpg,41.387370,2.169456,barcelona
47,https://live.staticflickr.com/7265/7414336048_f4d7cd7ba5.jpg,41.387241,2.169799,barcelona
48,https://live.staticflickr.com/7861/32624839158_e2c4cc2508.jpg,41.383337,2.176365,barcelona
49,https://live.staticflickr.com/3688/9475608054_7e6ec837a7.jpg,41.372557,2.178554,barcelona
50,https://live.staticflickr.com/7924/32665446808_176225ea7f.jpg,41.384456,2.175529,barcelona
51,https://live.staticflickr.com/2086/2518958385_0b6b56838a.jpg,41.386975,2.171237,barcelona
52,https://live.staticflickr.com/8325/8115919279_758d392c6b.jpg,41.385719,2.170049,barcelona
53,https://live.staticflickr.com/7265/6895806104_55f939b8bd.jpg,41.385719,2.170049,barcelona
54,https://live.staticflickr.com/8421/7862230246_74d9c7afea.jpg,41.368000,2.177760,barcelona
55,https://live.staticflickr.com/7106/7862231220_95d717ff23.jpg,41.368000,2.177760,barcelona
56,https://live.staticflickr.com/7124/7862227790_11e271d0cf.jpg,41.368000,2.177760,barcelona
57,https://live.staticflickr.com/7270/7862229454_9a9d5dc09b.jpg,41.368000,2.177760,barcelona
58,https://live.staticflickr.com/7253/7862229864_c8e870fdda.jpg,41.368000,2.177760,barcelona
59,https://live.staticflickr.com/8445/7862226968_1756bbddcf.jpg,41.368000,2.177760,barcelona
60,https://live.staticflickr.com/8289/7862233480_788161a8b5.jpg,41.368000,2.177760,barcelona
61,https://live.staticflickr.com/7264/7862232480_f6b24ed898.jpg,41.368000,2.177760,barcelona
62,https://live.staticflickr.com/7121/7862233846_a17c3ff629.jpg,41.368000,2.177760,barcelona
63,https://live.staticflickr.com/8285/7862228832_08a3f1bec5.jpg,41.368000,2.177760,barcelona
64,https://live.staticflickr.com/8286/7862227312_c6431290a9.jpg,41.368000,2.177760,barcelona
65,https://live.staticflickr.com/7106/7862226630_aaf01e3cf7.jpg,41.368000,2.177760,barcelona
66,https://live.staticflickr.com/8289/7862232100_427db1dc50.jpg,41.368000,2.177760,barcelona
67,https://live.staticflickr.com/8427/7862234036_724933378c.jpg,41.368000,2.177760,barcelona
68,https://live.staticflickr.com/7280/7862228216_7482f2a2d6.jpg,41.368000,2.177760,barcelona
69,https://live.staticflickr.com/8304/7862230988_5d16c815bd.jpg,41.368000,2.177760,barcelona
70,https://live.staticflickr.com/8294/7862225412_7998b689d6.jpg,41.368000,2.177760,barcelona
71,https://live.staticflickr.com/8424/7862229668_826b3b6c53.jpg,41.368000,2.177760,barcelona
72,https://live.staticflickr.com/7135/7862230600_d64099edda.jpg,41.368000,2.177760,barcelona
73,https://live.staticflickr.com/8422/7862233680_71d5480030.jpg,41.368000,2.177760,barcelona
74,https://live.staticflickr.com/8427/7862232286_4057e5d39f.jpg,41.368000,2.177760,barcelona
75,https://live.staticflickr.com/5013/5520093220_05d4887698.jpg,41.388722,2.127356,barcelona
76,https://live.staticflickr.com/5020/5519503969_dff23dd257.jpg,41.388722,2.127356,barcelona
77,https://live.staticflickr.com/5171/5520093544_60208ba7d9.jpg,41.388722,2.127356,barcelona
78,https://live.staticflickr.com/5172/5519503547_686dbe566c.jpg,41.388722,2.127356,barcelona
79,https://live.staticflickr.com/4063/5127045957_f5fab31dd3.jpg,41.385719,2.170049,barcelona
80,https://live.staticflickr.com/65535/46967088334_fdf9b32686.jpg,41.969027,2.206330,barcelona
81,https://live.staticflickr.com/65535/32812892927_530e0decb6.jpg,41.969027,2.206330,barcelona
82,https://live.staticflickr.com/8088/8421354060_645cf0a1cc.jpg,41.385719,2.170049,barcelona
83,https://live.staticflickr.com/2747/4298484902_4ab21a2f09.jpg,41.447294,2.178972,barcelona
84,https://live.staticflickr.com/147/432286010_6e6f00b7a4.jpg,41.413790,2.190109,barcelona
85,https://live.staticflickr.com/5518/10727052604_0a3bb3de4e.jpg,41.387466,2.164807,barcelona
86,https://live.staticflickr.com/2813/10727041186_fc6fa329bd.jpg,41.376261,2.177338,barcelona
87,https://live.staticflickr.com/3692/10727038256_7cb78d9300.jpg,41.376261,2.177338,barcelona
88,https://live.staticflickr.com/7320/10727033496_131419a1e3.jpg,41.376261,2.177338,barcelona
89,https://live.staticflickr.com/2811/10727257073_30ccfbae07.jpg,41.387466,2.164807,barcelona
90,https://live.staticflickr.com/2865/10758978444_19d7034870.jpg,41.414205,2.133058,barcelona
91,https://live.staticflickr.com/3712/10758959206_da92c02af1.jpg,41.416244,2.131347,barcelona
92,https://live.staticflickr.com/5517/10758979984_1e85d2475b.jpg,41.414205,2.133058,barcelona
93,https://live.staticflickr.com/7419/10727050586_2e6e3f6344.jpg,41.390944,2.162318,barcelona
94,https://live.staticflickr.com/7350/10758881405_86fd11422c.jpg,41.411791,2.135869,barcelona
95,https://live.staticflickr.com/2871/10690101725_3a8a7be1ba.jpg,41.392408,2.182838,barcelona
96,https://live.staticflickr.com/2890/10759172993_7cf05f0d79.jpg,41.415026,2.129861,barcelona
97,https://live.staticflickr.com/3821/10979244024_96e09483b5.jpg,41.398193,2.209106,barcelona
98,https://live.staticflickr.com/5539/10979142076_19c55a32e6.jpg,41.398193,2.209106,barcelona
99,https://live.staticflickr.com/3832/10979133266_a410001683.jpg,41.398193,2.209106,barcelona
100,https://live.staticflickr.com/5511/10979247834_29cb24490f.jpg,41.398193,2.209106,barcelona
101,https://live.staticflickr.com/5513/10979042365_a6650ddde0.jpg,41.398193,2.209106,barcelona
102,https://live.staticflickr.com/5528/10979245064_f981507469.jpg,41.398193,2.209106,barcelona
103,https://live.staticflickr.com/3714/10979234144_13dc6ff02f.jpg,41.398193,2.209106,barcelona
104,https://live.staticflickr.com/2892/10979240224_05b4cfa51c.jpg,41.398193,2.209106,barcelona
105,https://live.staticflickr.com/7331/10556409553_e2b51a4c51.jpg,41.399476,2.124486,barcelona
106,https://live.staticflickr.com/2845/10556153555_4ec85a9067.jpg,41.399476,2.124486,barcelona
107,https://live.staticflickr.com/5515/10690103005_39b8237aee.jpg,41.392408,2.182838,barcelona
108,https://live.staticflickr.com/7458/10690144974_9daac6ee98.jpg,41.392408,2.182838,barcelona
109,https://live.staticflickr.com/5507/10727265393_b92baf4831.jpg,41.374908,2.150216,barcelona
110,https://live.staticflickr.com/5499/10727059054_bd19b7951f.jpg,41.375681,2.149100,barcelona
111,https://live.staticflickr.com/3689/10727268353_f92d3c51ff.jpg,41.374908,2.150216,barcelona
112,https://live.staticflickr.com/65535/12133410706_9236fcd721.jpg,41.421928,2.193969,barcelona
113,https://live.staticflickr.com/65535/12132735225_a1041d8a9d.jpg,41.421928,2.193969,barcelona
114,https://live.staticflickr.com/7319/12133000733_04b9abee6b.jpg,41.421928,2.193969,barcelona
115,https://live.staticflickr.com/5506/12133155724_53e4237efa.jpg,41.421928,2.193969,barcelona
116,https://live.staticflickr.com/65535/50179166126_1a506809f2.jpg,41.381434,2.155047,barcelona
117,https://live.staticflickr.com/65535/50179416562_104be2174f.jpg,41.381434,2.155047,barcelona
118,https://live.staticflickr.com/5014/5520151476_c1d8ca5e88.jpg,41.369111,2.155723,barcelona
119,https://live.staticflickr.com/5218/5520151270_9d38033fb6.jpg,41.368821,2.155637,barcelona
120,https://live.staticflickr.com/5172/5519562021_e61e3a92c2.jpg,41.368821,2.155637,barcelona
121,https://live.staticflickr.com/5055/5520151042_4a872e70ea.jpg,41.369111,2.155723,barcelona
122,https://live.staticflickr.com/5098/5519561579_7bdd288a56.jpg,41.366390,2.151517,barcelona
123,https://live.staticflickr.com/5134/5519791411_5a9612ca07.jpg,41.366390,2.151517,barcelona
124,https://live.staticflickr.com/5482/11824059696_c6fb1d6cce.jpg,41.366390,2.151517,barcelona
125,https://live.staticflickr.com/3796/11823561223_70f200a1e4.jpg,41.366390,2.151517,barcelona
126,https://live.staticflickr.com/3681/11823557443_60678a80bd.jpg,41.369052,2.155839,barcelona
127,https://live.staticflickr.com/3756/11823711204_b2902bde4b.jpg,41.366390,2.151517,barcelona
128,https://live.staticflickr.com/8515/8506874017_41f7ea61ef.jpg,41.385719,2.170049,barcelona
129,https://live.staticflickr.com/3147/2791852351_7cf764c3bc.jpg,41.395330,2.161720,barcelona
130,https://live.staticflickr.com/2003/2511283724_fff2efd7ae.jpg,41.403692,2.174177,barcelona
131,https://live.staticflickr.com/5205/5218462251_c512e725e1.jpg,41.375774,2.177771,barcelona
132,https://live.staticflickr.com/3278/2958685273_873944d068.jpg,41.369369,2.148513,barcelona
133,https://live.staticflickr.com/7300/12901048183_96a1f07d05.jpg,41.392367,2.169525,barcelona
134,https://live.staticflickr.com/1282/1187468883_40810b0d9a.jpg,41.385873,2.183822,barcelona
135,https://live.staticflickr.com/108/299029067_3a2a7319c6.jpg,41.388931,2.169595,barcelona
136,https://live.staticflickr.com/116/299029163_c32f7949c1.jpg,41.387233,2.169917,barcelona
137,https://live.staticflickr.com/3411/4643028838_787786dce4.jpg,42.285564,-8.621864,barcelona
138,https://live.staticflickr.com/4008/4257293127_de9775f0cb.jpg,41.403547,2.174305,barcelona
139,https://live.staticflickr.com/930/43692462031_362bea72db.jpg,51.510104,-0.135021,barcelona
140,https://live.staticflickr.com/2532/4124010607_b1ceb6c030.jpg,41.385723,2.170046,barcelona
141,https://live.staticflickr.com/4072/4427549932_1cd95c9489.jpg,41.385719,2.170049,barcelona
142,https://live.staticflickr.com/226/508147095_6bbd028e69.jpg,41.384440,2.113194,barcelona
143,https://live.staticflickr.com/3287/2958995661_ea8091af3a.jpg,41.385719,2.170049,barcelona
144,https://live.staticflickr.com/3221/2959031863_3046a63bc6.jpg,41.385719,2.170049,barcelona
145,https://live.staticflickr.com/3788/9119579148_afab465269.jpg,41.396215,2.146164,barcelona
146,https://live.staticflickr.com/5545/9117353559_9326e923fd.jpg,41.396215,2.146164,barcelona
147,https://live.staticflickr.com/7446/9119583086_f9b07cdb08.jpg,41.396215,2.146164,barcelona
148,https://live.staticflickr.com/7322/9119580926_3302dbc7b8.jpg,41.396215,2.146164,barcelona
149,https://live.staticflickr.com/3804/9117345821_149c6d10e6.jpg,41.379031,2.174868,barcelona
150,https://live.staticflickr.com/3704/9117352959_c883df3c47.jpg,41.396215,2.146164,barcelona
151,https://live.staticflickr.com/7345/9119578546_918f6339a1.jpg,41.396215,2.146164,barcelona
152,https://live.staticflickr.com/3808/9119579698_5d9e024ff7.jpg,41.396215,2.146164,barcelona
153,https://live.staticflickr.com/7442/9119575136_f3b7b1b04d.jpg,41.379031,2.174868,barcelona
154,https://live.staticflickr.com/5509/9117344961_2cc9447a7f.jpg,41.396215,2.146164,barcelona
155,https://live.staticflickr.com/8395/8676011066_bf34128d53.jpg,41.400923,2.167482,barcelona
